NOMBRE_CONVOCATORIA,AÑO_CONVOCATORIA,FECHA_NACIMIENTO_ASPIRANTE,GENERO_ASPIRANTE,DPTO_NACIMIENTO_ASPIRANTE,POSIBLES_INSTITUCIONES_DE_ESTUDIO,PROGRAMA_DOCTORAL,PROG_NAL_CYT,GRAN_AREA_CONOCIMIENTO_ESTUDIO,AREA_CONOCIMIENTO_ESTUDIO
Doctorados Exterior 2015,2015,01/01/1900 12:00:00 AM,FEMENINO,BOGOTA D C,University of Zaragoza,Doctorado en matematicas y estadistica,Ciencia Tecnologia e Innovacion en Ingenieria,INGENIERIA Y TECNOLOGIA,OTRAS INGENIERIAS Y TECNOLOGIAS
Doctorados Exterior 2015,2015,06/09/1982 12:00:00 AM,MASCULINO,SANTANDER,Polytechnic University of Valencia,Tecnologias de la Salud y el Bienestar,Ciencia Tecnologia e Innovacion en Salud,CIENCIAS MEDICAS Y DE LA SALUD,BIOTECNOLOGIA EN SALUD
Doctorados Exterior 2015,2015,08/01/1985 12:00:00 AM,MASCULINO,SANTANDER,University of Bordeaux,Dotorado en Ingenieria Mecanica,Ciencia Tecnologia e Innovacion en Ciencias Agropecuarias,INGENIERIA Y TECNOLOGIA,INGENIERIA MECANICA
Doctorados Exterior 2015,2015,06/09/1986 12:00:00 AM,MASCULINO,BOGOTA D C,University of Southampton,PhD Engineering and the Environment,Ciencia Tecnologia e Innovacion en Ingenieria,INGENIERIA Y TECNOLOGIA,INGENIERIA MECANICA
Doctorados Exterior 2015,2015,01/01/1900 12:00:00 AM,FEMENINO,LA GUAJIRA,Autonomous University of Madrid,DOCTORADO EN EPIDEMIOLOGIA Y SALUD PUBLICA,Ciencia Tecnologia e Innovacion en Salud,CIENCIAS MEDICAS Y DE LA SALUD,CIENCIAS DE LA SALUD
Doctorados Exterior 2015,2015,04/03/1972 12:00:00 AM,MASCULINO,BOGOTA D C,University of Twente,Governance of Science Technology and Policy,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,CIENCIAS SOCIALES,CIENCIAS POLITICAS
Doctorados Exterior 2015,2015,11/05/1982 12:00:00 AM,MASCULINO,BOGOTA D C,Georgia Institute of Technology,Ph.D. in Materials Science  Engineering,Ciencia Tecnologia e innovacion en Ambiente Biodiversidad y Habitat,INGENIERIA Y TECNOLOGIA,INGENIERIA CIVIL
Doctorados Exterior 2015,2015,01/01/1900 12:00:00 AM,MASCULINO,BOGOTA D C,University of Ottawa,PhD in Physics,Ciencias Basicas,CIENCIAS NATURALES,CIENCIAS FISICAS
Doctorados Exterior 2015,2015,01/01/1900 12:00:00 AM,FEMENINO,BOGOTA D C,University of Leicester,Management PhD,No Aplica,CIENCIAS SOCIALES,OTRAS CIENCIAS SOCIALES
Doctorados Exterior 2015,2015,08/06/1977 12:00:00 AM,MASCULINO,CALDAS,Harvard University,Ciencias de la salud,Ciencia Tecnologia e Innovacion en Salud,CIENCIAS SOCIALES,ECONOMIA Y NEGOCIOS
Doctorados Exterior 2015,2015,01/01/1900 12:00:00 AM,FEMENINO,BOGOTA D C,Purdue University - West Lafayette,Materials Engineering Ph.D. Program,Ciencia Tecnologia e Innovacion en Ingenieria,INGENIERIA Y TECNOLOGIA,INGENIERIA DE LOS MATERIALES
Doctorados Exterior 2015,2015,01/01/1900 12:00:00 AM,MASCULINO,ANTIOQUIA,University of North Carolina at Chapel Hill,Ph.D. en Educacion Especial,No Aplica,CIENCIAS SOCIALES,CIENCIAS DE LA EDUCACION
Doctorados Exterior 2015,2015,09/07/1984 12:00:00 AM,FEMENINO,ATLANTICO,University of Barcelona,Doctorat en Artes i Educacio,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,HUMANIDADES,ARTE
Doctorados Exterior 2015,2015,12/06/1968 12:00:00 AM,MASCULINO,BOGOTA D C,University of Nice Sophia Antipolis,Doctorado en Ciencias del universo,Ciencias Basicas,CIENCIAS NATURALES,CIENCIAS DE LA TIERRA Y MEDIOAMBIENTALES
Doctorados Exterior 2015,2015,01/01/1900 12:00:00 AM,MASCULINO,VALLE DEL CAUCA,Texas A University - College Station,Geofisica,Investigaciones en Energia y Mineria,CIENCIAS NATURALES,OTRAS CIENCIAS NATURALES
Doctorados Exterior 2015,2015,01/01/1900 12:00:00 AM,MASCULINO,VALLE DEL CAUCA,University of Granada,doctorado en ciencias sociales,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,CIENCIAS SOCIALES,CIENCIAS POLITICAS
Doctorados Exterior 2015,2015,01/08/1973 12:00:00 AM,FEMENINO,CHOCO,Autonomous University of Madrid,Doctorado en Economia y Empresa,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,CIENCIAS SOCIALES,ECONOMIA Y NEGOCIOS
Doctorados Exterior 2015,2015,01/01/1900 12:00:00 AM,FEMENINO,BOGOTA D C,State University of New York at Stony Brook,Hispanic Languages  Literature,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,HUMANIDADES,OTRAS HUMANIDADES
Doctorados Exterior 2015,2015,01/01/1900 12:00:00 AM,MASCULINO,ANTIOQUIA,The University of Edinburgh,Music,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,HUMANIDADES,ARTE
Doctorados Exterior 2015,2015,01/01/1900 12:00:00 AM,FEMENINO,TOLIMA,University of Nottingham,PhD Genetics,Ciencias Basicas,CIENCIAS NATURALES,CIENCIAS BIOLOGICAS
Doctorados Exterior 2015,2015,06/05/1981 12:00:00 AM,FEMENINO,BOLIVAR,The University of Calgary,PhD in Biological Science,Ciencias Basicas,CIENCIAS NATURALES,CIENCIAS BIOLOGICAS
Doctorados Exterior 2015,2015,01/01/1900 12:00:00 AM,MASCULINO,BOGOTA D C,State University of Campinas,DOCTORADO EN MULTIMEDIOS,Ciencias Basicas,HUMANIDADES,ARTE
Doctorados Exterior 2015,2015,01/01/1900 12:00:00 AM,FEMENINO,BOYACA,Complutense University of Madrid,Doctorado en Administracion y Direccion de Empresas,Ciencia Tecnologia e Innovacion en Ciencias Agropecuarias,CIENCIAS SOCIALES,ECONOMIA Y NEGOCIOS
Doctorados Exterior 2015,2015,10/08/1979 12:00:00 AM,MASCULINO,RISARALDA,York University,PhD in Human Geography,No Aplica,CIENCIAS SOCIALES,GEOGRAFIA SOCIAL Y ECONOMICA
Doctorados Exterior 2015,2015,03/03/1982 12:00:00 AM,FEMENINO,ATLANTICO,Autonomous University of Barcelona,Doctorado Comunicacion y Periodismo,Ciencia Tecnologia e Innovacion en Tecnologias de la Informacion y las Comunicaciones,CIENCIAS SOCIALES,PERIODISMO Y COMUNICACIONES
Doctorados Exterior 2015,2015,01/01/1900 12:00:00 AM,FEMENINO,ANTIOQUIA,Columbia University,PhD epidemiology,Ciencia Tecnologia e Innovacion en Salud,CIENCIAS MEDICAS Y DE LA SALUD,CIENCIAS DE LA SALUD
Doctorados Exterior 2015,2015,01/01/1900 12:00:00 AM,MASCULINO,TOLIMA,University of Warwick,MPhil/PhD in Management,No Aplica,CIENCIAS SOCIALES,ECONOMIA Y NEGOCIOS
Doctorados Exterior 2015,2015,01/01/1900 12:00:00 AM,MASCULINO,BOGOTA D C,University of Leicester,Economics Research,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,CIENCIAS SOCIALES,ECONOMIA Y NEGOCIOS
Doctorados Exterior 2015,2015,03/02/1984 12:00:00 AM,FEMENINO,BOGOTA D C,The University of Auckland,Ingenieria,Investigaciones en Energia y Mineria,CIENCIAS NATURALES,CIENCIAS DE LA TIERRA Y MEDIOAMBIENTALES
Doctorados Exterior 2015,2015,01/01/1900 12:00:00 AM,MASCULINO,BOGOTA D C,Brunel University,PhD Music Research,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,HUMANIDADES,ARTE
Doctorados Exterior 2015,2015,01/01/1900 12:00:00 AM,MASCULINO,NARINO,University of Melbourne,Doctor of Philosophy - Engineering in the Electrical and Electronic Dept.,Ciencia Tecnologia e Innovacion en Tecnologias de la Informacion y las Comunicaciones,INGENIERIA Y TECNOLOGIA,INGENIERIAS ELECTRICA ELECTRONICA E INFORMATICA
Doctorados Exterior 2015,2015,01/01/1900 12:00:00 AM,MASCULINO,BOYACA,University of Sao Paulo,Matematica Aplicada,Ciencias Basicas,CIENCIAS NATURALES,MATEMATICA
Doctorados Exterior 2015,2015,01/01/1900 12:00:00 AM,FEMENINO,ANTIOQUIA,University of Southampton,MPhil/PhD Cancer Sciences (4361),Ciencia Tecnologia e Innovacion en Salud,CIENCIAS MEDICAS Y DE LA SALUD,MEDICINA CLINICA
Doctorados Exterior 2015,2015,06/11/1973 12:00:00 AM,FEMENINO,VALLE DEL CAUCA,University of Barcelona,Doctorado en Ciencias cognitivas y lenguaje,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,HUMANIDADES,OTRAS HUMANIDADES
Doctorados Exterior 2015,2015,01/07/1971 12:00:00 AM,MASCULINO,NO APLICA,University of Victoria,Geografia,Ciencias del Mar y los Recursos Hidrobiologicos,CIENCIAS NATURALES,CIENCIAS DE LA TIERRA Y MEDIOAMBIENTALES
Doctorados Exterior 2015,2015,01/01/1900 12:00:00 AM,MASCULINO,ATLANTICO,University of Barcelona,Doctorado en Medicina e Investigacion Traslacional,Ciencia Tecnologia e Innovacion en Salud,CIENCIAS MEDICAS Y DE LA SALUD,MEDICINA BASICA
Doctorados Exterior 2015,2015,04/01/1982 12:00:00 AM,MASCULINO,SANTANDER,University of Paris Sud (Paris 11),Ciencias y tecnologias de la informacion y la comunicacion,Ciencia Tecnologia e Innovacion en Tecnologias de la Informacion y las Comunicaciones,INGENIERIA Y TECNOLOGIA,INGENIERIAS ELECTRICA ELECTRONICA E INFORMATICA
Doctorados Exterior 2015,2015,01/01/1900 12:00:00 AM,MASCULINO,VALLE DEL CAUCA,University of Granada,DOCTORADO EN CIENCIAS SOCIALES,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,CIENCIAS SOCIALES,OTRAS CIENCIAS SOCIALES
Doctorados Exterior 2015,2015,01/11/1987 12:00:00 AM,FEMENINO,BOGOTA D C,The University of Queensland,Doctor of Phylosophy - PhD,Ciencia Tecnologia e innovacion en Ambiente Biodiversidad y Habitat,CIENCIAS NATURALES,CIENCIAS DE LA TIERRA Y MEDIOAMBIENTALES
Doctorados Exterior 2014,2014,11/03/1986 12:00:00 AM,FEMENINO,ANTIOQUIA,University of Jena,The DFG Research Training Group 1411 The Economics of Innovative Change,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,CIENCIAS SOCIALES,ECONOMIA Y NEGOCIOS
Doctorados Exterior 2014,2014,01/01/1900 12:00:00 AM,FEMENINO,ATLANTICO,University of Massachusetts Amherst,PhD in Anthropology,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,CIENCIAS SOCIALES,OTRAS CIENCIAS SOCIALES
Doctorados Exterior 2014,2014,01/01/1900 12:00:00 AM,FEMENINO,VALLE DEL CAUCA,University of Nebraska - Lincoln,PhD Entomology,Ciencia Tecnologia e Innovacion en Ciencias Agropecuarias,CIENCIAS AGRICOLAS,OTRAS CIENCIAS AGRICOLAS
Doctorados Exterior 2014,2014,01/01/1900 12:00:00 AM,FEMENINO,TOLIMA,University of Nottingham,PhD in Law,Ciencia Tecnologia e innovacion en Ambiente Biodiversidad y Habitat,CIENCIAS SOCIALES,DERECHO
Doctorados Exterior 2014,2014,01/01/1900 12:00:00 AM,MASCULINO,SANTANDER,Autonomous University of Barcelona,International Doctorate in Entrepreneurship and Management,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,CIENCIAS SOCIALES,ECONOMIA Y NEGOCIOS
Doctorados Exterior 2014,2014,09/09/1983 12:00:00 AM,MASCULINO,SANTANDER,University of Alberta,Computing Science,Ciencia Tecnologia e Innovacion en Ingenieria,INGENIERIA Y TECNOLOGIA,OTRAS INGENIERIAS Y TECNOLOGIAS
Doctorados Exterior 2014,2014,01/01/1900 12:00:00 AM,MASCULINO,NARINO,University of Sao Paulo,Ingenieria mecanica de energia y fluidos,Ciencia Tecnologia e Innovacion en Ingenieria,INGENIERIA Y TECNOLOGIA,INGENIERIA MECANICA
Doctorados Exterior 2014,2014,01/01/1900 12:00:00 AM,MASCULINO,CALDAS,University of Groningen,FOM focus group Groningen ( Next generation Solar Cells),No Aplica,INGENIERIA Y TECNOLOGIA,NANOTECNOLOGIA
Doctorados Exterior 2014,2014,01/01/1900 12:00:00 AM,FEMENINO,BOGOTA D C,University of North Carolina at Chapel Hill,PhD en Geografia,Ciencias del Mar y los Recursos Hidrobiologicos,CIENCIAS NATURALES,CIENCIAS DE LA TIERRA Y MEDIOAMBIENTALES
Doctorados Exterior 2014,2014,12/04/1985 12:00:00 AM,FEMENINO,BOGOTA D C,University of Oxford,Doctor of Philosophy in Sociology,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,CIENCIAS SOCIALES,SOCIOLOGIA
Doctorados Exterior 2014,2014,01/01/1900 12:00:00 AM,FEMENINO,VALLE DEL CAUCA,University of Paris Diderot (Paris 7),Biochimie Biotherapies Biologie Moleculaire et Infectiologie (B3MI) ED516,Ciencia Tecnologia e Innovacion en Salud,CIENCIAS NATURALES,CIENCIAS BIOLOGICAS
Doctorados Exterior 2014,2014,10/12/1981 12:00:00 AM,MASCULINO,SANTANDER,National Autonomous University of Mexico,Doctorado en Ingenieria Quimica Area de Procesos,Investigaciones en Energia y Mineria,INGENIERIA Y TECNOLOGIA,INGENIERIA QUIMICA
Doctorados Exterior 2014,2014,01/01/1900 12:00:00 AM,FEMENINO,BOGOTA D C,University of Copenhagen,Ciencias de la Salud,Ciencia Tecnologia e Innovacion en Salud,CIENCIAS MEDICAS Y DE LA SALUD,CIENCIAS DE LA SALUD
Doctorados Exterior 2014,2014,09/11/1982 12:00:00 AM,FEMENINO,BOGOTA D C,Catholic University of Louvain,Doctorado en letras,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,HUMANIDADES,IDIOMAS Y LITERATURA
Doctorados Exterior 2014,2014,01/01/1900 12:00:00 AM,MASCULINO,ANTIOQUIA,University of Colorado at Boulder,PhD Geophysics,Ciencias Basicas,CIENCIAS NATURALES,CIENCIAS DE LA TIERRA Y MEDIOAMBIENTALES
Doctorados Exterior 2014,2014,05/05/1989 12:00:00 AM,MASCULINO,VALLE DEL CAUCA,State University of New York at Albany,Ph.D. Anthropology,No Aplica,CIENCIAS SOCIALES,OTRAS CIENCIAS SOCIALES
Doctorados Exterior 2014,2014,01/01/1900 12:00:00 AM,MASCULINO,BOGOTA D C,University of Valencia,Doctorado en Fisica,Ciencias Basicas,CIENCIAS NATURALES,CIENCIAS FISICAS
Doctorados Exterior 2016,2016,01/01/1900 12:00:00 AM,FEMENINO,BOGOTA D C,University of Sao Paulo,Ecologia,Ciencia Tecnologia e innovacion en Ambiente Biodiversidad y Habitat,CIENCIAS NATURALES,CIENCIAS BIOLOGICAS
Doctorados Exterior 2014,2014,02/06/1984 12:00:00 AM,FEMENINO,BOGOTA D C,York University,Science  Technology Studies (Estudios Sociales de la Ciencia),Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,CIENCIAS SOCIALES,OTRAS CIENCIAS SOCIALES
Doctorados Exterior 2014,2014,05/06/1981 12:00:00 AM,MASCULINO,ATLANTICO,North Carolina State University - Raleigh,Industrial Engineering PHD,Ciencia Tecnologia e Innovacion en Ingenieria,INGENIERIA Y TECNOLOGIA,OTRAS INGENIERIAS Y TECNOLOGIAS
Doctorados Exterior 2014,2014,03/08/1987 12:00:00 AM,FEMENINO,BOGOTA D C,University of Bristol,EdD Learning Leadership and Policy,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,CIENCIAS SOCIALES,OTRAS CIENCIAS SOCIALES
Doctorados Exterior 2014,2014,01/01/1900 12:00:00 AM,FEMENINO,ANTIOQUIA,University of Malaya,Quimica y Tecnologias Quimicas. Materiales y Nanotecnologia,Ciencias Basicas,CIENCIAS NATURALES,CIENCIAS QUIMICAS
Doctorados Exterior 2014,2014,01/01/1900 12:00:00 AM,FEMENINO,NORTE DE SANTANDER,London School of Economics and Political Science,Development Studies,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,CIENCIAS SOCIALES,OTRAS CIENCIAS SOCIALES
Doctorados Exterior 2014,2014,01/01/1900 12:00:00 AM,MASCULINO,BOGOTA D C,University of Bristol,Mechanical Engineering,Ciencia Tecnologia e Innovacion en Ingenieria,INGENIERIA Y TECNOLOGIA,OTRAS INGENIERIAS Y TECNOLOGIAS
Doctorados Exterior 2014,2014,01/01/1900 12:00:00 AM,FEMENINO,ANTIOQUIA,University of Valencia,Doctorado en Direccion de Empresas,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,CIENCIAS SOCIALES,ECONOMIA Y NEGOCIOS
Doctorados Exterior 2014,2014,01/01/1900 12:00:00 AM,MASCULINO,CALDAS,University of Mainz,Doctorado en Didactica de la Traduccion,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,CIENCIAS SOCIALES,CIENCIAS DE LA EDUCACION
Doctorados Exterior 2014,2014,01/01/1900 12:00:00 AM,MASCULINO,QUINDIO,The Imperial College of Science Technology and Medicine,Fluid Dynamics across Scales,Ciencia Tecnologia e Innovacion en Ingenieria,INGENIERIA Y TECNOLOGIA,INGENIERIA MECANICA
Doctorados Exterior 2014,2014,10/02/1981 12:00:00 AM,MASCULINO,GUAVIARE,University of Alberta,PhD in Earth and Atmospheric Sciences,Ciencias Basicas,CIENCIAS NATURALES,CIENCIAS DE LA TIERRA Y MEDIOAMBIENTALES
Doctorados Exterior 2014,2014,11/12/1976 12:00:00 AM,MASCULINO,BOGOTA D C,University of Cambridge,PhD in Development Studies,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,CIENCIAS SOCIALES,ECONOMIA Y NEGOCIOS
Doctorados Exterior 2014,2014,01/01/1900 12:00:00 AM,FEMENINO,BOGOTA D C,Duke University,PhD. Electrical and Computer Engineering,Ciencia Tecnologia e Innovacion en Tecnologias de la Informacion y las Comunicaciones,INGENIERIA Y TECNOLOGIA,INGENIERIAS ELECTRICA ELECTRONICA E INFORMATICA
Doctorados Exterior 2014,2014,11/11/1986 12:00:00 AM,MASCULINO,BOGOTA D C,University of Chile,Doctorado en Ingenieria Electrica,Ciencia Tecnologia e Innovacion en Tecnologias de la Informacion y las Comunicaciones,INGENIERIA Y TECNOLOGIA,INGENIERIAS ELECTRICA ELECTRONICA E INFORMATICA
Doctorados Exterior 2014,2014,01/01/1900 12:00:00 AM,FEMENINO,BOGOTA D C,University of St Andrews,Psychology and Neuroscience,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,CIENCIAS SOCIALES,PSICOLOGIA
Doctorados Exterior 2014,2014,01/01/1900 12:00:00 AM,FEMENINO,BOGOTA D C,Laval University,Doctorat en Linguistique - Didactique des langues,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,HUMANIDADES,IDIOMAS Y LITERATURA
Doctorados Exterior 2014,2014,01/01/1900 12:00:00 AM,MASCULINO,BOGOTA D C,University of Sao Paulo,Engenharia Eletrica,Ciencia Tecnologia e Innovacion en Tecnologias de la Informacion y las Comunicaciones,INGENIERIA Y TECNOLOGIA,NANOTECNOLOGIA
Doctorados Exterior 2014,2014,11/05/1985 12:00:00 AM,FEMENINO,BOYACA,Federal University of Rio de Janeiro,DOUTORADO EM ENGENHARA METALURGICA E DE MATERIAIS,Ciencia Tecnologia e Innovacion en Ingenieria,INGENIERIA Y TECNOLOGIA,INGENIERIA DE LOS MATERIALES
Doctorados Exterior 2014,2014,01/01/1900 12:00:00 AM,MASCULINO,ANTIOQUIA,University of Sao Paulo,Doctorado en Ingenieria Metalurgica y de Materiales,Investigaciones en Energia y Mineria,INGENIERIA Y TECNOLOGIA,INGENIERIA DE LOS MATERIALES
Doctorados Exterior 2014,2014,01/01/1900 12:00:00 AM,FEMENINO,ANTIOQUIA,Pierre and Marie Curie University - Paris 6,Natural and Human Sciences Evolution and Ecology,Ciencia Tecnologia e innovacion en Ambiente Biodiversidad y Habitat,HUMANIDADES,OTRAS HUMANIDADES
Doctorados Exterior 2014,2014,01/01/1900 12:00:00 AM,MASCULINO,ANTIOQUIA,Federal University of Rio de Janeiro,Doutorado em Planejamento Urbano e Regional,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,CIENCIAS SOCIALES,OTRAS CIENCIAS SOCIALES
Doctorados Exterior 2014,2014,01/01/1900 12:00:00 AM,MASCULINO,VALLE DEL CAUCA,Catholic University of Chile,Doctorado en Ciencias de la Agricultura,Ciencia Tecnologia e Innovacion en Ciencias Agropecuarias,CIENCIAS AGRICOLAS,BIOTECNOLOGIA AGRICOLA
Doctorados Exterior 2014,2014,01/04/1986 12:00:00 AM,MASCULINO,BOGOTA D C,University of Munich,PhD in Medical Research-Epidemiology and Public Health,Ciencia Tecnologia e Innovacion en Salud,CIENCIAS MEDICAS Y DE LA SALUD,CIENCIAS DE LA SALUD
Doctorados Exterior 2014,2014,01/01/1900 12:00:00 AM,MASCULINO,BOGOTA D C,University of Pittsburgh,Ph.D. Civil and Environmental Engineering,Ciencias del Mar y los Recursos Hidrobiologicos,INGENIERIA Y TECNOLOGIA,INGENIERIA CIVIL
Doctorados Exterior 2014,2014,01/01/1900 12:00:00 AM,FEMENINO,BOYACA,Stanford University,Quimica,Ciencias Basicas,CIENCIAS NATURALES,CIENCIAS QUIMICAS
Doctorados Exterior 2014,2014,01/01/1900 12:00:00 AM,MASCULINO,SANTANDER,Concordia University,Graduate Doctor of Philosophy (Mechanical Engineering),Ciencia Tecnologia e Innovacion en Ingenieria,INGENIERIA Y TECNOLOGIA,OTRAS INGENIERIAS Y TECNOLOGIAS
Doctorados Exterior 2014,2014,01/01/1900 12:00:00 AM,MASCULINO,ATLANTICO,Polytechnic University of Valencia,Doctorado en Estadistica y Optimizacion,Ciencia Tecnologia e Innovacion en Ingenieria,INGENIERIA Y TECNOLOGIA,OTRAS INGENIERIAS Y TECNOLOGIAS
Doctorados Exterior 2014,2014,01/01/1900 12:00:00 AM,FEMENINO,BOYACA,Texas A University - College Station,Material Science and Engineering,Ciencia Tecnologia e Innovacion en Ingenieria,INGENIERIA Y TECNOLOGIA,INGENIERIA DE LOS MATERIALES
Doctorados Exterior 2016,2016,01/01/1900 12:00:00 AM,MASCULINO,BOGOTA D C,University of Sao Paulo,Psicobiologia,Ciencia Tecnologia e Innovacion en Salud,CIENCIAS SOCIALES,PSICOLOGIA
Doctorados Exterior 2014,2014,01/01/1900 12:00:00 AM,MASCULINO,ATLANTICO,University of South Florida,PHILOSOPHY DOCTOR IN INDUSTRIAL ENGINEERING (Ph.D. IE),Ciencia Tecnologia e Innovacion en Ingenieria,INGENIERIA Y TECNOLOGIA,OTRAS INGENIERIAS Y TECNOLOGIAS
Doctorados Exterior 2015,2015,10/05/1978 12:00:00 AM,MASCULINO,BOGOTA D C,Virginia Polytechnic Institute and State University,Engineering Education Ph.D.,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,INGENIERIA Y TECNOLOGIA,OTRAS INGENIERIAS Y TECNOLOGIAS
Doctorados Exterior 2015,2015,06/09/1982 12:00:00 AM,MASCULINO,CUNDINAMARCA,University of South Florida,Doctoral Elementary Education Curriculum and Instruction,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,CIENCIAS SOCIALES,PSICOLOGIA
Doctorados Exterior 2015,2015,01/01/1900 12:00:00 AM,MASCULINO,VALLE DEL CAUCA,The University of Western Australia,Doctor of  Phylosophy in Plant biology,Ciencia Tecnologia e Innovacion en Ciencias Agropecuarias,CIENCIAS AGRICOLAS,AGRICULTURA SILVICULTURA Y PESCA
Doctorados Exterior 2015,2015,10/04/1983 12:00:00 AM,MASCULINO,CESAR,Complutense University of Madrid,Ciencias Politicas y de la Administracion y Relaciones Internacionales,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,CIENCIAS SOCIALES,CIENCIAS POLITICAS
Doctorados Exterior 2015,2015,01/01/1900 12:00:00 AM,FEMENINO,ATLANTICO,Complutense University of Madrid,Doctorado en Ingenieria Informatica,Ciencia Tecnologia e Innovacion en Tecnologias de la Informacion y las Comunicaciones,INGENIERIA Y TECNOLOGIA,INGENIERIAS ELECTRICA ELECTRONICA E INFORMATICA
Doctorados Exterior 2015,2015,01/01/1900 12:00:00 AM,MASCULINO,ANTIOQUIA,Ecole Normale Superieure - Paris,Doctorado Territoires Societes Developpement de lEHESS,Ciencia Tecnologia e Innovacion en Ciencias Humanas Sociales y  Educacion,CIENCIAS SOCIALES,GEOGRAFIA SOCIAL Y ECONOMICA
